id_estado;estado;municipio;id_municipio;suma_votos_validos;suma_votos_nulos;suma_EG;suma_NM;suma_LM;suma_JABE;suma_JOBR;suma_AE;suma_CF;suma_DC;suma_EM;suma_BERA;total_otros_candidatos;porc_EG;porc_NM;porc_otros
17;Nueva Esparta;maneiro;1706;21965;0;17152;4400;139;19;33;85;20;11;49;57;413;78,08786706;20,03186888;1,880264056
17;Nueva Esparta;marcano;1707;18251;0;11266;6524;208;30;30;71;13;27;41;41;461;61,72812449;35,74598652;2,525888992
17;Nueva Esparta;mariño;1708;47318;5;30998;14875;600;90;107;284;60;50;97;157;1445;65,50995393;31,43623991;3,053806163
17;Nueva Esparta;penin. de macanao;1709;14148;2;9573;4275;121;6;28;75;15;5;19;31;300;67,66327396;30,21628499;2,120441052
17;Nueva Esparta;tubores;1710;15405;0;9859;5136;200;20;23;72;8;10;31;46;410;63,99870172;33,33982473;2,661473548
17;Nueva Esparta;villalba(i.coche);1711;3541;0;1848;1596;34;2;3;25;2;4;23;4;97;52,18864727;45,07201356;2,73933917
18;Portuguesa;agua blanca;1801;9896;0;5929;3737;116;11;11;31;6;17;30;8;230;59,9130962;37,76273242;2,324171382
18;Portuguesa;araure;1802;62034;5;39671;20908;489;115;108;250;71;57;137;228;1455;63,95041429;33,70409775;2,345487958
18;Portuguesa;esteller;1803;21719;4;12523;8615;244;47;54;89;21;27;53;46;581;57,65919241;39,66573047;2,675077121
18;Portuguesa;guanare;1804;96865;12;68822;25898;866;174;168;328;80;85;307;137;2145;71,04939865;26,73617922;2,214422134
18;Portuguesa;guanarito;1805;18434;0;11740;6278;168;50;34;58;18;13;51;24;416;63,68666594;34,05663448;2,256699577
18;Portuguesa;m.jose v de unda;1806;15284;4;9283;5700;88;45;36;47;11;12;41;21;301;60,73671814;37,29390212;1,969379744
18;Portuguesa;ospino;1807;26647;5;15374;10643;255;49;66;71;34;31;87;37;630;57,6950501;39,94070627;2,36424363
18;Portuguesa;paez;1808;86570;10;55548;28686;776;178;196;447;120;104;164;351;2336;64,16541527;33,13619037;2,698394363
18;Portuguesa;papelon;1809;8613;0;4963;3422;95;37;19;25;12;7;24;9;228;57,622199;39,73063973;2,647161268
18;Portuguesa;genaro boconoito;1810;12943;3;7938;4738;122;25;25;31;10;11;32;11;267;61,33044889;36,60665997;2,062891138
18;Portuguesa;s rafael de onoto;1811;9862;1;5505;4123;86;16;21;47;7;12;23;22;234;55,82032042;41,80693571;2,372743865
18;Portuguesa;santa rosalia;1812;10813;3;6527;4043;119;24;18;19;13;10;31;9;243;60,36252659;37,39017849;2,247294923
18;Portuguesa;sucre;1813;27398;5;16226;10818;148;27;36;39;13;6;61;24;354;59,22330097;39,48463391;1,292065114
18;Portuguesa;turen;1814;32370;5;21433;10064;368;54;100;135;28;38;82;68;873;66,21254248;31,09051591;2,696941613
19;Sucre;andres e blanco;1901;13379;1;7160;5942;102;4;28;55;14;11;43;20;277;53,51670528;44,41288587;2,07040885
19;Sucre;andres mata;1902;12459;0;5472;6770;88;7;23;36;1;11;31;20;217;43,92005779;54,33822939;1,741712818
19;Sucre;arismendi;1903;20795;1;9834;10596;135;11;42;66;20;16;45;30;365;47,29021399;50,95455638;1,755229623
19;Sucre;benitez;1904;14908;1;6160;8504;103;4;20;28;7;11;52;19;244;41,32009659;57,04319828;1,636705125
19;Sucre;bermudez;1905;66005;6;38117;26394;538;150;109;239;56;64;165;173;1494;57,7486554;39,98787971;2,263464889
19;Sucre;bolivar;1906;12694;1;4423;8049;103;11;12;28;10;16;27;15;222;34,84323302;63,40790925;1,748857728
19;Sucre;cajigal;1907;10583;1;4051;6333;70;3;17;51;11;13;21;13;199;38,27837097;59,84125484;1,880374185
19;Sucre;cruz s acosta;1908;18910;0;8185;10339;146;11;36;78;4;20;71;20;386;43,28397673;54,67477525;2,041248017
19;Sucre;libertador;1909;6200;0;2267;3845;42;2;7;11;5;6;10;5;88;36,56451613;62,01612903;1,419354839
19;Sucre;mariño;1910;11311;2;4077;7043;82;17;17;19;10;9;30;7;191;36,04455839;62,26681991;1,688621696
19;Sucre;mejia;1911;9039;0;5785;3082;68;0;15;25;9;8;33;14;172;64,00044253;34,09669211;1,902865361
19;Sucre;montes;1912;29194;2;10508;18090;256;29;50;91;11;32;100;27;596;35,99369734;61,96478729;2,04151538
19;Sucre;ribero;1913;26999;2;11443;14991;227;24;51;75;28;34;86;40;565;42,38305122;55,52427868;2,092670099
19;Sucre;sucre;1914;171118;12;96337;69778;1737;336;455;958;217;234;522;544;5003;56,29857759;40,77770895;2,923713461
19;Sucre;valdez;1915;15100;4;5558;9206;143;25;29;48;18;13;33;27;336;36,80794702;60,96688742;2,225165563
05;Aragua;santos michelena;2000;12283;0;6901;4954;137;53;30;88;16;20;33;51;428;56,18334283;40,33216641;3,48449076
20;Táchira;andres bello;2001;11607;1;9853;1573;66;16;12;20;7;11;25;24;181;84,8884294;13,5521668;1,559403808
20;Táchira;antonio romulo c;2002;4671;0;3805;757;44;10;4;8;7;9;20;7;109;81,46007279;16,20637979;2,33354742
20;Táchira;ayacucho;2003;23619;3;19458;3741;186;23;34;54;10;24;52;37;420;82,38282738;15,83894322;1,778229392
20;Táchira;bolivar;2004;20234;2;16558;3307;139;44;36;55;17;15;46;17;369;81,83255906;16,3437778;1,823663141
20;Táchira;cardenas;2005;43827;3;36543;6515;275;112;56;108;34;38;72;74;769;83,38010815;14,8652657;1,754626144
20;Táchira;cordoba;2006;12460;3;9679;2504;115;25;22;49;9;12;26;19;277;77,68057785;20,09630819;2,223113965
20;Táchira;fernandez feo;2007;18763;1;14868;3534;160;25;28;44;20;16;49;19;361;79,24105953;18,83494111;1,92399936
20;Táchira;fco de miranda;2008;2602;0;2204;330;22;2;13;11;2;2;15;1;68;84,70407379;12,68255188;2,613374327
20;Táchira;garcia de hevia;2009;20167;2;15622;4158;180;17;24;50;16;22;57;21;387;77,46318243;20,61784103;1,918976546
20;Táchira;guasimos;2010;19987;1;16689;2960;124;30;29;41;22;15;45;32;338;83,49927453;14,80962626;1,691099214
20;Táchira;capacho nuevo;2011;15295;0;12443;2529;118;36;20;67;9;13;35;25;323;81,35338346;16,5348153;2,111801242
20;Táchira;jauregui;2012;20723;1;17519;2888;135;2;20;66;11;14;48;20;316;84,53891811;13,93620615;1,524875742
20;Táchira;jose m. vargas;2013;5853;1;5263;511;39;2;7;11;1;1;15;3;79;89,9196993;8,730565522;1,349735179
20;Táchira;junin;2014;33177;10;26507;5977;262;38;62;128;22;28;95;58;693;79,89571088;18,01549266;2,088796455
20;Táchira;capacho viejo;2015;11832;0;9528;2084;97;15;12;40;12;6;17;21;220;80,52738337;17,6132522;1,859364435
20;Táchira;libertador;2016;10138;1;8212;1727;95;8;12;13;7;8;43;13;199;81,00217005;17,03491813;1,962911817
20;Táchira;lobatera;2017;6791;0;4938;1699;69;3;8;19;2;9;30;14;154;72,71388603;25,01840671;2,26770726
20;Táchira;michelena;2018;9036;0;6834;1991;86;7;13;37;6;13;28;21;211;75,63081009;22,03408588;2,335104028
20;Táchira;panamericano;2019;13036;1;10686;2113;109;17;18;39;7;11;23;13;237;81,97299785;16,2089598;1,818042344
20;Táchira;pedro maria ureña;2020;14480;1;11842;2363;115;10;36;47;12;10;31;14;275;81,78176796;16,31906077;1,899171271
20;Táchira;rafael urdaneta;2021;3094;0;2394;626;27;7;4;16;4;2;10;4;74;77,37556561;20,23270847;2,391725921
20;Táchira;samuel maldonado;2022;6827;0;5594;1120;55;3;6;9;4;4;23;9;113;81,93935843;16,40544895;1,655192618
20;Táchira;san cristobal;2023;116464;12;97262;17209;725;193;113;311;101;94;213;243;1993;83,51250172;14,77623987;1,711258415
20;Táchira;seboruco;2024;5989;0;5250;648;39;4;4;11;1;6;22;4;91;87,6607113;10,81983637;1,519452329
20;Táchira;simon rodriguez;2025;1982;0;1677;260;20;1;5;5;1;1;8;4;45;84,61150353;13,11806256;2,270433905
20;Táchira;sucre;2026;3864;0;3036;779;28;2;2;4;0;3;9;1;49;78,57142857;20,16045549;1,268115942
20;Táchira;torbes;2027;16540;2;13087;3024;187;32;52;67;19;15;37;20;429;79,12333736;18,28295042;2,593712213
20;Táchira;uribante;2028;9045;0;7348;1593;43;5;12;12;2;3;20;7;104;81,23825318;17,6119403;1,149806523
20;Táchira;san judas tadeo;2029;4748;0;3991;704;24;1;3;6;3;2;9;5;53;84,05644482;14,8272957;1,116259478
21;Trujillo;andres bello;2101;7773;0;4522;3124;56;24;12;13;2;2;14;4;127;58,17573652;40,19040268;1,6338608
21;Trujillo;bocono;2102;43609;5;27552;15069;381;48;90;134;32;55;181;67;988;63,17961889;34,55479374;2,265587379
21;Trujillo;bolivar;2103;6944;0;4067;2779;43;4;9;11;5;3;21;2;98;58,56854839;40,02016129;1,411290323
21;Trujillo;candelaria;2104;13696;2;6980;6527;84;7;20;30;3;16;19;10;189;50,96378505;47,65625;1,379964953
21;Trujillo;carache;2105;15111;3;8040;6856;84;12;16;41;10;9;28;15;215;53,20627358;45,37092185;1,422804579
21;Trujillo;escuque;2106;13511;2;8554;4710;99;9;19;44;15;12;27;22;247;63,31137592;34,86048405;1,828140034
21;Trujillo;j.f.marquez c.;2107;3356;0;2313;1005;14;9;6;5;1;0;2;1;38;68,92133492;29,94636472;1,132300358
21;Trujillo;j.v. campo elias;2108;4120;1;2199;1872;27;4;4;5;1;1;4;3;49;53,37378641;45,4368932;1,189320388
21;Trujillo;la ceiba;2109;10023;0;5318;4608;52;5;10;8;1;2;15;4;97;53,05796668;45,9742592;0,96777412
21;Trujillo;miranda;2110;9862;1;6162;3570;61;8;7;18;4;3;21;8;130;62,48225512;36,19955384;1,318191036
21;Trujillo;monte carmelo;2111;8320;2;4908;3278;53;7;12;15;7;7;28;5;134;58,99038462;39,39903846;1,610576923
21;Trujillo;motatan;2112;10084;1;6182;3765;51;12;12;19;6;7;25;5;137;61,30503768;37,33637445;1,358587862
21;Trujillo;pampan;2113;25116;1;14827;9868;170;34;37;61;18;23;47;31;421;59,03408186;39,28969581;1,676222328
21;Trujillo;pampanito;2114;14346;1;9026;5102;101;16;13;28;11;3;24;22;218;62,9164924;35,56392026;1,519587341
21;Trujillo;rafael rangel;2115;10376;0;7095;3124;66;2;14;21;12;10;20;12;157;68,37895143;30,1079414;1,51310717
21;Trujillo;s rafael carvajal;2116;25309;1;17431;7522;138;22;36;48;12;22;50;28;356;68,87273302;29,72065273;1,406614248
21;Trujillo;sucre;2117;14815;1;9476;5188;64;14;3;19;6;5;28;12;151;63,96220047;35,01856227;1,01923726
21;Trujillo;trujillo;2118;27466;1;17533;9449;184;35;31;87;21;19;56;51;484;63,83528726;34,40253404;1,762178694
21;Trujillo;urdaneta;2119;17994;2;13030;4726;98;8;24;24;8;15;52;9;238;72,41302656;26,26431033;1,32266311
21;Trujillo;valera;2120;65771;8;47012;17588;429;64;110;175;70;65;137;121;1171;71,47831111;26,74126895;1,780419942
22;Yaracuy;aristides bastid;2201;11284;0;6078;4903;114;15;27;56;15;16;48;12;303;53,86387806;43,45090393;2,685218008
22;Yaracuy;bolivar;2202;16494;0;8730;7359;166;23;40;65;12;19;60;20;405;52,92833758;44,61622408;2,455438341
22;Yaracuy;bruzual;2203;37947;2;22323;14786;267;64;84;154;38;32;106;93;838;58,82678473;38,96487206;2,208343216
22;Yaracuy;cocorote;2204;21612;2;14684;6295;199;48;102;96;31;34;69;54;633;67,94373496;29,12733666;2,928928373
22;Yaracuy;independencia;2205;27101;4;19203;7197;194;48;132;113;32;26;74;82;701;70,85716394;26,55621564;2,58662042
22;Yaracuy;jose antonio paez;2206;10784;0;6129;4359;81;21;51;67;7;9;35;25;296;56,83419881;40,42099407;2,744807122
22;Yaracuy;la trinidad;2207;8866;1;5584;3075;68;13;46;28;7;10;20;15;207;62,98217911;34,68305888;2,334762012
22;Yaracuy;manuel monge;2208;10024;0;4404;5352;96;22;37;46;5;12;32;18;268;43,93455706;53,39185954;2,6735834
22;Yaracuy;nirgua;2209;31321;4;19266;11221;314;46;95;136;34;42;95;72;834;61,51144599;35,82580377;2,662750231
22;Yaracuy;peña;2210;46345;3;29620;15500;436;111;122;208;40;55;116;137;1225;63,91196461;33,44481605;2,643219333
22;Yaracuy;san felipe;2211;43931;2;28299;14461;412;82;149;185;45;58;119;121;1171;64,41692654;32,91752976;2,665543694
22;Yaracuy;sucre;2212;11683;1;6969;4440;90;13;28;57;8;16;40;22;274;59,65077463;38,00393734;2,345288025
22;Yaracuy;urachiche;2213;11173;0;5330;5598;69;13;23;48;8;13;37;34;245;47,70428712;50,1029267;2,192786181
22;Yaracuy;veroes;2214;9408;0;4064;5132;74;10;17;34;8;30;22;17;212;43,19727891;54,54931973;2,253401361
23;Zulia;baralt;2302;34734;5;23468;10781;172;73;37;78;16;12;68;29;485;67,56492198;31,03875166;1,396326366
23;Zulia;cabimas;2303;77091;9;53619;22159;420;97;123;196;61;52;171;193;1313;69,55286609;28,74395195;1,703181954
23;Zulia;catatumbo;2304;12749;0;8479;4139;69;4;11;9;2;9;21;6;131;66,50717703;32,4652914;1,027531571
23;Zulia;colon;2305;48674;3;35379;12733;240;44;42;85;18;20;78;35;562;72,68562271;26,15975675;1,154620537
23;Zulia;francisco j pulg;2306;11873;2;8241;3484;49;16;17;24;7;2;27;6;148;69,40958477;29,3438895;1,246525731
23;Zulia;jesus e lossada;2307;37501;1;21925;15085;218;27;46;61;27;23;65;24;491;58,4651076;40,22559398;1,309298419
23;Zulia;jesus m semprun;2308;3279;0;2114;1104;36;3;3;7;1;1;8;2;61;64,47087527;33,66880146;1,860323269
23;Zulia;la cañada de u.;2309;22541;0;17718;4727;42;5;6;14;2;8;6;13;96;78,60343374;20,97067566;0,425890599
23;Zulia;lagunillas;2310;63968;1;48556;14033;484;148;120;193;67;57;148;162;1379;75,90670335;21,93753127;2,155765383
23;Zulia;machiques de p;2311;35776;7;25149;10150;192;79;38;57;16;13;62;20;477;70,29572898;28,37097496;1,333296064
23;Zulia;mara;2312;72656;14;38644;32884;544;66;81;171;47;39;129;51;1128;53,18762387;45,25985466;1,552521471
23;Zulia;maracaibo;2313;321978;38;240795;76291;1561;374;372;863;233;219;574;696;4892;74,78616551;23,69447602;1,519358465
23;Zulia;miranda;2314;43266;3;23260;19587;196;24;35;49;11;16;52;36;419;53,76045856;45,27111358;0,968427865
23;Zulia;indigena blvno g;2315;25281;3;10473;14451;191;10;23;45;14;8;62;4;357;41,42636763;57,16150469;1,412127685
23;Zulia;rosario de perija;2316;26994;3;20236;6543;66;77;6;24;2;5;19;16;215;74,96480699;24,23871972;0,79647329
23;Zulia;san francisco;2317;135291;9;98022;35182;657;192;156;367;87;81;272;275;2087;72,45271304;26,00468619;1,542600764
23;Zulia;santa rita;2318;17378;1;11520;5620;98;29;18;22;4;10;28;29;238;66,29071239;32,3397399;1,369547704
23;Zulia;simon bolivar;2319;17199;0;11882;4961;133;37;39;57;18;8;36;28;356;69,08541194;28,84470027;2,069887784
23;Zulia;sucre;2320;22843;2;14502;7960;130;35;34;60;14;16;59;33;381;63,48553167;34,84656131;1,667907017
23;Zulia;valmore rodriguez;2321;22055;0;15475;6133;179;42;42;50;16;23;67;28;447;70,16549535;27,80775334;2,026751304
24;La Guaira;vargas;2401;159251;16;97042;57280;1519;343;399;964;218;208;396;882;4929;60,93650903;35,96837696;3,095114002
;;;;;;;;;;;;;;;;;67,13928194;30,41018928;2,450528786
